品牌,车名,图片链接,月销量,价格,生产商,排名,车型,能源类型,发售日期,保修年限
凯翼,轩度,https://p3-dcd.byteimg.com/img/motor-mis-img/fad7c3cbf79e7f38ea95446b78b262c3~tplv-resize:640:0.png,106,"[7.98, 9.39]",凯翼汽车,494,紧凑型车,汽油,2023.06,3年或10万公里
长安,长安UNI-K 智电iDD,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/f7960d1c00c644449d528cf7b5d922ec~tplv-resize:640:0.png,103,"[17.29, 20.09]",长安汽车,495,中型SUV,插电式混合动力,2024.01,3年或12万公里
马自达,马自达CX-30,https://p3-dcd.byteimg.com/img/motor-mis-img/f52705ca1c53816aaa856c1a1ae056df~tplv-resize:640:0.png,101,"[11.99, 18.99]",长安马自达,496,小型SUV,汽油,2022.08,3年或10万公里
英菲尼迪,英菲尼迪QX60,https://p3-dcd.byteimg.com/img/motor-mis-img/7a627875ede9d3e13c79a4c4218a2d4a~tplv-resize:640:0.png,98,"[31.88, 43.88]",东风英菲尼迪,497,中大型SUV,汽油,2023.11,4年或10万公里
起亚,起亚K5,https://p3-dcd.byteimg.com/img/motor-mis-img/b9d80160c481012488835c2bfca2444c~tplv-resize:640:0.png,97,"[12.78, 17.18]",起亚,498,中型车,汽油,2021.08,可选:[3年或15万公里] [5年或10万公里] [7年或7万公里]
捷豹,捷豹E-PACE,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/1e15311a8df14f7b9e95bdbc308c9eb1~tplv-resize:640:0.png,96,"[26.38, 32.1]",奇瑞捷豹路虎,499,紧凑型SUV,48V轻混系统,2023.08,3年或10万公里
凯翼,炫界Pro EV,https://p3-dcd.byteimg.com/img/motor-mis-img/297b50a8f659602e2fd62223e67c0c2a~tplv-resize:640:0.png,94,"[11.99, 17.66]",凯翼汽车,500,紧凑型SUV,纯电动,2023.09,3年或10万公里
本田,e:NP1 极湃1,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/8f1fca2269d94ce289be76e6a2da2dd8~tplv-resize:640:0.png,94,"[12.5, 16.8]",广汽本田,501,小型SUV,纯电动,2022.06,3年或12万公里
福特,撼路者,https://p3-dcd.byteimg.com/img/motor-mis-img/b4919cc5ceb667da3f85cb603bde169d~tplv-resize:640:0.png,93,"[27.08, 36.98]",江铃福特,502,中型SUV,汽油,2020.07,3年或10万公里
本田,英仕派 PHEV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/2bf120cedd91403a856299dadaaa5cb8~tplv-resize:640:0.png,91,"[19.98, 22.88]",东风本田,503,中型车,插电式混合动力,2023.07,3年或10万公里
宝马,宝马i5,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/f52b9049fb314405b061280a24dd510f~tplv-resize:640:0.png,90,"[42.99, 45.59]",华晨宝马,504,中大型车,纯电动,2024.01,3年或10万公里
标致,标致5008,https://p3-dcd.byteimg.com/img/motor-mis-img/1c52368ba37e8b4015e2014021d98abd~tplv-resize:640:0.png,90,"[17.37, 22.87]",东风标致,505,中型SUV,汽油,2022.11,5年或15万公里
启辰,启辰星,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/b0b6cc8b5a444a168d223471447a26dc~tplv-resize:640:0.png,88,"[11.66, 13.96]",东风日产,506,紧凑型SUV,汽油,2022.11,3年或10万公里
凯迪拉克,IQ锐歌,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/5b605a25ad8a418bb3cdadd026658e20~tplv-resize:640:0.png,87,"[29.77, 41.97]",上汽通用凯迪拉克,507,中大型SUV,纯电动,2023.11,3年不限公里
英菲尼迪,英菲尼迪QX50,https://p9-dcd.byteimg.com/img/motor-mis-img/6538990a28bbef23dac96e53c83ddce2~tplv-resize:640:0.png,85,"[23.38, 36.98]",东风英菲尼迪,508,中型SUV,汽油,2023.11,4年或10万公里
上汽大通MAXUS,大通G90,https://p3-dcd.byteimg.com/img/motor-mis-img/a1ee687418329152e9c1b720e140a392~tplv-resize:640:0.png,82,"[18.99, 31.99]",上汽大通,509,中大型MPV,汽油,2023.11,3年或10万公里
长安凯程,长安之星9 EV,https://p3-dcd.byteimg.com/img/motor-mis-img/628f41aac12211548f30b7868b5ce3ab~tplv-resize:640:0.png,80,"[13.28, 16.89]",长安轻型车,510,微面,纯电动,2024.03,3年或6万公里
现代,胜达,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/93ce5f6174c449f099444ed9b1536bc1~tplv-resize:640:0.png,76,"[16.58, 23.28]",北京现代,511,中型SUV,汽油,2022.09,5年/10万公里或7年/7万公里或3年/15万公里
荣威,荣威RX9,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/7118e0bee36049a283022e08e4995b36~tplv-resize:640:0.png,73,"[15.58, 22.38]",上汽集团,512,中大型SUV,汽油,2023.03,3年或10万公里
腾势,腾势N8 DM,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/ec78984f21fa4cca973f9ce89320d770~tplv-resize:640:0.png,70,"[31.18, 31.88]",腾势汽车,513,中大型SUV,插电式混合动力,2023.08,6年或15万公里
星途,星途追风 C-DM,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/706fe3524bd448329cfccb226e168c57~tplv-resize:640:0.png,66,"[12.98, 14.98]",星途,515,紧凑型SUV,插电式混合动力,2024.01,3年或10万公里
名爵,MG6,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/394b1cd9e0fd48bd983858c13464536c~tplv-resize:640:0.png,61,"[9.78, 13.98]",上汽集团,516,紧凑型车,汽油,2023.04,3年或10万公里
ARCFOX极狐,极狐 阿尔法S,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/47d20dbda41240acab501a570c17381f~tplv-resize:640:0.png,59,"[18.48, 32.48]",北汽新能源,517,中大型车,纯电动,2024.04,3年或12万公里
别克,昂扬,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/83dfea1c6d9a4ca6a1d324a8c13ae3e6~tplv-resize:640:0.png,54,"[13.09, 15.69]",上汽通用别克,518,紧凑型SUV,汽油,2022.09,3年或10万公里
斯柯达,明锐,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/e5d55d4c1ece47ceb29e28624cf1ca70~tplv-resize:640:0.png,54,"[10.99, 12.09]",上汽大众斯柯达,519,紧凑型车,汽油,2024.01,3年或10万公里
奔腾,奔腾T99,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/c824422f6b304aa381f609de73f94fc3~tplv-resize:640:0.png,51,"[11.99, 17.19]",一汽奔腾,520,中大型SUV,汽油,2022.12,3年或10万公里
雪佛兰,星迈罗,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/8872eb50f9e04be1b5b3314e99ffbca7~tplv-resize:640:0.png,37,"[11.49, 13.99]",上汽通用雪佛兰,531,紧凑型SUV,汽油,2023.07,3年或10万公里
沃尔沃,沃尔沃XC40 RECHARGE,https://p3-dcd.byteimg.com/img/motor-mis-img/31d2b6da640b935204b7bfc42e4206a2~tplv-resize:640:0.png,37,"[28.29, 32.2]",沃尔沃亚太,532,紧凑型SUV,纯电动,2023.1,3年不限公里
小鹏汽车,小鹏G3,https://p3-dcd.byteimg.com/img/motor-mis-img/5fe645aae83133a591bb27313ec66986~tplv-resize:640:0.png,34,"[13.89, 16.69]",小鹏汽车,533,紧凑型SUV,纯电动,2022.09,4年或10万公里
哈弗,哈弗赤兔,https://p3-dcd.byteimg.com/img/motor-mis-img/e7839b650abba0c7b787aa48aa248b4f~tplv-resize:640:0.png,34,"[8.28, 12.88]",长城汽车,534,紧凑型SUV,汽油,2023.04,3年或10万公里
SWM斯威汽车,斯威G01,https://p3-dcd.byteimg.com/img/motor-mis-img/ebaf0a6393b02410b033ae200675abdc~tplv-resize:640:0.png,33,"[26.98, 26.98]",SWM斯威汽车,535,紧凑型SUV,汽油,2022.09,3年或6万公里
奥迪,奥迪e-tron,https://p9-dcd.byteimg.com/img/motor-mis-img/e8587b667f120eb9f0f98d11371b8b74~tplv-resize:640:0.png,30,"[38.18, 45.41]",一汽-大众奥迪,536,中大型SUV,纯电动,2021.04,3年或10万公里
北汽制造,元宝,https://p3-dcd.byteimg.com/img/motor-mis-img/99bb51329fafa5120ad763c8e97a3c22~tplv-resize:640:0.png,24,"[2.97, 5.19]",北京汽车制造厂,537,微型车,纯电动,2023.03,3年或10万公里
福特,福特电马,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/7b88c973a0d548a38057e70ecc07c08e~tplv-resize:640:0.png,23,"[23.98, 35.98]",长安福特,538,中型SUV,纯电动,2023.12,4年或10万公里
奔腾,奔腾T77,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/208b41b8440a4604b8b663b5a81cfae1~tplv-resize:640:0.png,23,"[10.48, 11.38]",一汽奔腾,539,紧凑型SUV,汽油,2022.12,3年或10万公里
思皓,思皓花仙子,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/7a7c73fd87fe459f9f75a1ebdcf7c74a~tplv-resize:640:0.png,20,"[5.99, 7.49]",江汽集团,540,微型车,纯电动,2022.11,3年或12万公里
丰田,威兰达高性能版,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/fe0a534abd314543a5f1f803bab7597d~tplv-resize:640:0.png,15,"[26.68, 30.08]",广汽丰田,541,紧凑型SUV,插电式混合动力,2023.03,3年或10万公里
奔腾,奔腾M9,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/87923bd1a148439abd86c047bdd7dc6d~tplv-resize:640:0.png,14,"[21.98, 23.98]",一汽奔腾,542,中大型MPV,48V轻混系统,2023.1,3年或10万公里
ARCFOX极狐,极狐 阿尔法T,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/dd472c544e4543c2a73cff99e44f8bdc~tplv-resize:640:0.png,14,"[18.08, 28.08]",北汽新能源,543,中型SUV,纯电动,2023.06,3年或12万公里
长安,长安CS95,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/c8c2f3936912439c9a470b5aaa1ee7e1~tplv-resize:640:0.png,14,"[16.79, 19.19]",长安汽车,544,中大型SUV,汽油,2023.02,3年或10万公里
岚图,岚图追光,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/45e0ac325fd04a4e8b1ce482ce1be56e~tplv-resize:640:0.png,13,"[27.29, 33.59]",岚图汽车,545,中大型车,纯电动,2023.04,5年或10万公里
红旗,红旗E-HS9,https://p3-dcd.byteimg.com/img/motor-mis-img/fb5c6d20cd6044b28f6eec55dcd6c61c~tplv-resize:640:0.png,12,"[50.98, 77.98]",一汽红旗,546,大型SUV,纯电动,2024.03,4年或10万公里
沃尔沃,沃尔沃C40 RECHARGE,https://p3-dcd.byteimg.com/img/motor-mis-img/a33abe2401429de388c10fa422965b66~tplv-resize:640:0.png,11,"[28.9, 34.2]",沃尔沃亚太,547,紧凑型SUV,纯电动,2023.1,3年不限公里
海马,海马7X-E,https://p3-dcd.byteimg.com/img/motor-mis-img/83764d01c17f4ed726bfa1c8da24270c~tplv-resize:640:0.png,10,"[21.98, 25.98]",一汽海马,548,紧凑型MPV,纯电动,2022.09,5年或10万公里
东风富康,富康ES600,https://p3-dcd.byteimg.com/img/motor-mis-img/9d0422fde61435579a20862d9847eecf~tplv-resize:640:0.png,10,"[15.38, 16.38]",神龙汽车,549,紧凑型车,纯电动,2022.11,3年或12万公里
沃尔沃,沃尔沃S60 RECHARGE,https://p9-dcd.byteimg.com/img/motor-mis-img/0e1a0647fc7451ffefef866f0bf05386~tplv-resize:640:0.png,9,"[33.39, 38.29]",沃尔沃亚太,550,中型车,插电式混合动力,2023.07,3年不限公里
标致,标致2008,https://p3-dcd.byteimg.com/img/motor-mis-img/6b4e64ab6004f080dee3bd0eb61b322a~tplv-resize:640:0.png,9,"[7.97, 7.97]",东风标致,551,小型SUV,汽油,2021.1,3年或10万公里
魏牌,拿铁DHT-PHEV,https://p3-dcd.byteimg.com/img/motor-mis-img/725b1dc66ecb6ae5c9b4e9d4d0d7aed6~tplv-resize:640:0.png,8,"[19.4, 22.8]",长城汽车,552,紧凑型SUV,插电式混合动力,2022.07,5年或15万公里
DS,DS 9,https://p3-dcd.byteimg.com/img/motor-mis-img/fc67d704cb45ca837dc5130b5cc62498~tplv-resize:640:0.png,8,"[27.49, 34.99]",DS汽车,553,中型车,汽油,2023.1,3年或10万公里
吉利汽车,星越L 增程电动版,https://p3-dcd.byteimg.com/img/motor-mis-img/1de5778e4fb08daa009c7fb564c2de0f~tplv-resize:640:0.png,7,"[22.47, 23.87]",吉利汽车,554,紧凑型SUV,插电式混合动力,2022.11,5年或15万公里
丰田,广汽丰田bZ4X,https://p3-dcd.byteimg.com/img/motor-mis-img/0534600885eae10c8086cc8cee5d19fb~tplv-resize:640:0.png,7,"[19.98, 28.78]",广汽丰田,555,中型SUV,纯电动,2022.1,3年或10万公里
红旗,红旗国耀,https://p3-dcd.byteimg.com/img/motor-mis-img/0b094b3ada0704b3ef49fa69acb10d59~tplv-resize:640:0.png,6,"[136.58, 146.58]",一汽红旗,556,大型SUV,汽油,2022.08,4年或10万公里
北京,北京BJ80,https://p3-dcd.byteimg.com/img/motor-mis-img/4f52b32a408cd7fd40a897d72970964f~tplv-resize:640:0.png,6,"[27.8, 37.8]",北京汽车,557,中大型SUV,汽油,2023.12,3年或10万公里
哈弗,哈弗神兽,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/2b24862d74c248ca999345985785ab0c~tplv-resize:640:0.png,5,"[11.5, 15.2]",长城汽车,558,紧凑型SUV,汽油,2023.03,3年或10万公里
江淮汽车,江淮A5 PLUS,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/e5430a14461b4eb6abff5a4265b9dd3a~tplv-resize:640:0.png,5,"[5.98, 12.98]",江汽集团,559,紧凑型车,汽油,2024.03,3年或10万公里
丰田,一汽丰田bZ4X,https://p9-dcd.byteimg.com/img/motor-mis-img/189c3b232b99c56e0bfb8f4a5acc800b~tplv-resize:640:0.png,2,"[12.98, 23.48]",一汽丰田,561,中型SUV,纯电动,2022.1,3年或10万公里
哈弗,哈弗H6新能源,https://p3-dcd.byteimg.com/img/motor-mis-img/f6c414b7d3d6068a4cf97e19b1f7b11f~tplv-resize:640:0.png,2,"[13.98, 15.38]",长城汽车,562,紧凑型SUV,插电式混合动力,2022.09,6年或15万公里包修
合创汽车,合创007,https://p9-dcd.byteimg.com/img/motor-mis-img/08a44355529f774514bb9aa8957929a2~tplv-resize:640:0.png,1,"[29.98, 29.98]",合创汽车,563,中型SUV,纯电动,2021.05,5年不限公里
日产,楼兰,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/6b198431f20a40b0bab91e7df531f31c~tplv-resize:640:0.png,1,"[18.88, 23.38]",东风日产,564,中型SUV,汽油,2020.08,3年或10万公里
起亚,索奈,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/f51d6641c9c34d02b7833d4b2f9fd602~tplv-resize:640:0.png,1,"[9.18, 10.08]",起亚,565,小型SUV,汽油,2024.04,3年或10万公里
现代,名图,https://p9-dcd.byteimg.com/img/motor-mis-img/72d70bf376d6bb70c1e42dd8342f3413~tplv-resize:640:0.png,1,"[12.98, 16.48]",北京现代,566,中型车,汽油,2021.03,可选:[3年或15万公里] [5年或10万公里] [7年或7万公里]
DS,DS 7,https://p9-dcd.byteimg.com/img/motor-mis-img/ed26b29c1b4cc3f3c703070d4997ce5e~tplv-resize:640:0.png,1,"[24.99, 32.99]",DS汽车,567,紧凑型SUV,汽油,2022.11,3年或10万公里
理念,广汽本田VE-1,https://p3-dcd.byteimg.com/img/motor-mis-img/6b45b76df3eac473edc4da19a10ce8d7~tplv-resize:640:0.png,1,"[12.48, 15.18]",广汽本田,568,小型SUV,纯电动,2022.09,3年或10万公里
